web-scraper-order,ImageFilename,Image_DownloadURL,ProjectTitle,ProjectAuthors,PublicationDate
1605904839-4364,1992.09_Pressure%20Buildings%20and%20Blackouts_Exhibition%205.jpg,https://archive.org/download/PressureBuildingsAndBlackouts_Interior/1992.09_Pressure%20Buildings%20and%20Blackouts_Exhibition%205.jpg,"1992.09_Pressure Buildings and Blackouts (066.1992), Interior Exhibition Photos",Mark West,9/26/1992
1605904839-4365,1992.09_Pressure%20Buildings%20and%20Blackouts_Exhibition%20photos%203.jpg,https://archive.org/download/PressureBuildingsAndBlackouts_Interior/1992.09_Pressure%20Buildings%20and%20Blackouts_Exhibition%20photos%203.jpg,"1992.09_Pressure Buildings and Blackouts (066.1992), Interior Exhibition Photos",Mark West,9/26/1992
1605904946-4630,1993.02_Distraction%20Surveillance%20002_1.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_1.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4632,1993.02_Distraction%20Surveillance%20002_10.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_10.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4634,1993.02_Distraction%20Surveillance%20002_11.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_11.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4636,1993.02_Distraction%20Surveillance%20002_2.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_2.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4638,1993.02_Distraction%20Surveillance%20002_3.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_3.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4640,1993.02_Distraction%20Surveillance%20002_4.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_4.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4642,1993.02_Distraction%20Surveillance%20002_5.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_5.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4644,1993.02_Distraction%20Surveillance%20002_6.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_6.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4646,1993.02_Distraction%20Surveillance%20002_7.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_7.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4648,1993.02_Distraction%20Surveillance%20002_8.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_8.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904946-4650,1993.02_Distraction%20Surveillance%20002_9.jpg,https://archive.org/download/199302DistractionSurveillance002ExhibitionPhotos/1993.02_Distraction%20Surveillance%20002_9.jpg,"1993.02_Distraction/Surveillance 002 (068.1993), Exhibition Photos",Hani Rashid,2/6/1993
1605904308-3139,1993.04_Body%20Object%20Landscape_1.jpg,https://archive.org/download/199304BodyObjectLandscapeExhibitionPhotos/1993.04_Body%20Object%20Landscape_1%20.jpg,"1993.04_Body Object Landscape (069.1993), Exhibition Photos",Michele Saee,4/3/1993
1605904308-3141,1993.04_Body%20Object%20Landscape_2.jpg,https://archive.org/download/199304BodyObjectLandscapeExhibitionPhotos/1993.04_Body%20Object%20Landscape_2.jpg,"1993.04_Body Object Landscape (069.1993), Exhibition Photos",Michele Saee,4/3/1993
1605904308-3143,1993.04_Body%20Object%20Landscape_3.jpg,https://archive.org/download/199304BodyObjectLandscapeExhibitionPhotos/1993.04_Body%20Object%20Landscape_3.jpg,"1993.04_Body Object Landscape (069.1993), Exhibition Photos",Michele Saee,4/3/1993
1605904308-3145,1993.04_Body%20Object%20Landscape_4.jpg,https://archive.org/download/199304BodyObjectLandscapeExhibitionPhotos/1993.04_Body%20Object%20Landscape_4.jpg,"1993.04_Body Object Landscape (069.1993), Exhibition Photos",Michele Saee,4/3/1993
1605904308-3147,1993.04_Body%20Object%20Landscape_5.jpg,https://archive.org/download/199304BodyObjectLandscapeExhibitionPhotos/1993.04_Body%20Object%20Landscape_5.jpg,"1993.04_Body Object Landscape (069.1993), Exhibition Photos",Michele Saee,4/3/1993
1605904308-3149,1993.04_Body%20Object%20Landscape_6.jpg,https://archive.org/download/199304BodyObjectLandscapeExhibitionPhotos/1993.04_Body%20Object%20Landscape_6.jpg,"1993.04_Body Object Landscape (069.1993), Exhibition Photos",Michele Saee,4/3/1993
1605904465-3476,1993.05_Discontinous%20Spaces_16.jpg,https://archive.org/download/199305DiscontinuousSpacesExhibitionPhotos/1993.05_Discontinous%20Spaces_16.jpg,"1993.05_Discontinuous Spaces: Four Projects (070.1993), Exhibition Photos",Smith-Miller + Hawkinson,5/8/1993
1605904465-3478,1993.05_Discontinous%20Spaces_17.jpg,https://archive.org/download/199305DiscontinuousSpacesExhibitionPhotos/1993.05_Discontinous%20Spaces_17.jpg,"1993.05_Discontinuous Spaces: Four Projects (070.1993), Exhibition Photos",Smith-Miller + Hawkinson,5/8/1993
1605904465-3480,1993.05_Discontinous%20Spaces_18.jpg,https://archive.org/download/199305DiscontinuousSpacesExhibitionPhotos/1993.05_Discontinous%20Spaces_18.jpg,"1993.05_Discontinuous Spaces: Four Projects (070.1993), Exhibition Photos",Smith-Miller + Hawkinson,5/8/1993
1605904465-3482,1993.05_Discontinous%20Spaces_19.jpg,https://archive.org/download/199305DiscontinuousSpacesExhibitionPhotos/1993.05_Discontinous%20Spaces_19.jpg,"1993.05_Discontinuous Spaces: Four Projects (070.1993), Exhibition Photos",Smith-Miller + Hawkinson,5/8/1993
1605904465-3484,1993.05_Discontinous%20Spaces_20.jpg,https://archive.org/download/199305DiscontinuousSpacesExhibitionPhotos/1993.05_Discontinous%20Spaces_20.jpg,"1993.05_Discontinuous Spaces: Four Projects (070.1993), Exhibition Photos",Smith-Miller + Hawkinson,5/8/1993
1605905156-5256,00_1940_51PrinceStreet.jpg,https://archive.org/download/Facade_Evolution/00_1940_51PrinceStreet.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5258,01_Prince%20St%20closed.jpg,https://archive.org/download/Facade_Evolution/01_Prince%20St%20closed.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5260,02_1982.09_PerformanceAtoZ_A.jpg,https://archive.org/download/Facade_Evolution/02_1982.09_PerformanceAtoZ_A.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5262,03_1982.09_PerformanceAtoZ_A.jpg,https://archive.org/download/Facade_Evolution/03_1982.09_PerformanceAtoZ_A.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5264,04_1983_Confession_Kyong%20Park%20Todd%20Ayoung1.jpg,https://archive.org/download/Facade_Evolution/04_1983_Confession_Kyong%20Park%20Todd%20Ayoung1.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5268,05_2_1_016_85_3.jpg,https://archive.org/download/Facade_Evolution/05_2_1_016_85_3.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5270,06_0_1940_91KenmareStreet.jpg,https://archive.org/download/Facade_Evolution/06_0_1940_91KenmareStreet.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5272,07_1992.04_UnprojectedHabits_1.jpg,https://archive.org/download/Facade_Evolution/07_1992.04_UnprojectedHabits_1.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5274,08_1992.04_UnprojectedHabits_2.jpg,https://archive.org/download/Facade_Evolution/08_1992.04_UnprojectedHabits_2.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5276,09_1992.09_Formworks.jpg,https://archive.org/download/Facade_Evolution/09_1992.09_Formworks.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5278,10_1993.05_DiscontinuousSpaces_Photocollage.jpg,https://archive.org/download/Facade_Evolution/10_1993.05_DiscontinuousSpaces_Photocollage.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5280,11_1993.11_FinishedProject.jpg,https://archive.org/download/Facade_Evolution/11_1993.11_FinishedProject.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5282,12_1993.11_FinishedProject.jpg,https://archive.org/download/Facade_Evolution/12_1993.11_FinishedProject.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5284,13-2006_Bone%20Wall_install2.jpg,https://archive.org/download/Facade_Evolution/13-2006_Bone%20Wall_install2.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5286,14_2012_03_Manifesto%2007_Double%20David_2.jpg,https://archive.org/download/Facade_Evolution/14_2012_03_Manifesto%2007_Double%20David_2.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605905156-5288,15_Storefront_Subculture_227-1024x410.jpg,https://archive.org/download/Facade_Evolution/15_Storefront_Subculture_227-1024x410.jpg,"1993.11_The Facade: A Collaborative Building Project (071.1993), Evolution of the Storefront Facade Since 1982","Kyong Park, Shirin Neshat, Claudia Gould, Steven Holl, Vito Acconci",11/13/1993
1605904426-3393,1994.01_Upstairs%20Down_1.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_1.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904426-3395,1994.01_Upstairs%20Down_2.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_2.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904426-3397,1994.01_Upstairs%20Down_3.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_3.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904426-3399,1994.01_Upstairs%20Down_4.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_4.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904426-3401,1994.01_Upstairs%20Down_5.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_5.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904426-3403,1994.01_Upstairs%20Down_6.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_6.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904426-3405,1994.01_Upstairs%20Down_7.jpg,https://archive.org/download/199401UpstairsDownExhibitionPhotos/1994.01_Upstairs%20Down_7.jpg,"1994.01_Upstairs Down: the Pit, The Tower, the Terrace-Plateau (072.1994), Exhibition Photos",Peter Noever,1/15/1994
1605904767-4129,1994.03_You%20Are%20Here%20Information%20Drift_1.jpg,https://archive.org/download/199403YouAreHereInformationDriftExhibitionPhotos/1994.03_You%20Are%20Here%20Information%20Drift_1.jpg,"1994.03_You Are Here: Information Drift (073.1994), Exhibition Photos",Laura Kurgan,3/2/1994
1605904767-4131,1994.03_You%20Are%20Here%20Information%20Drift_2.jpg,https://archive.org/download/199403YouAreHereInformationDriftExhibitionPhotos/1994.03_You%20Are%20Here%20Information%20Drift_2.jpg,"1994.03_You Are Here: Information Drift (073.1994), Exhibition Photos",Laura Kurgan,3/2/1994
1605904767-4133,1994.03_You%20Are%20Here%20Information%20Drift_3.jpg,https://archive.org/download/199403YouAreHereInformationDriftExhibitionPhotos/1994.03_You%20Are%20Here%20Information%20Drift_3.jpg,"1994.03_You Are Here: Information Drift (073.1994), Exhibition Photos",Laura Kurgan,3/2/1994
1605904767-4135,1994.03_You%20Are%20Here%20Information%20Drift_4.jpg,https://archive.org/download/199403YouAreHereInformationDriftExhibitionPhotos/1994.03_You%20Are%20Here%20Information%20Drift_4.jpg,"1994.03_You Are Here: Information Drift (073.1994), Exhibition Photos",Laura Kurgan,3/2/1994
1605904767-4137,1994.03_You%20Are%20Here%20Information%20Drift_5.jpg,https://archive.org/download/199403YouAreHereInformationDriftExhibitionPhotos/1994.03_You%20Are%20Here%20Information%20Drift_5.jpg,"1994.03_You Are Here: Information Drift (073.1994), Exhibition Photos",Laura Kurgan,3/2/1994
1605904767-4144,sfront-installsm.jpg,https://archive.org/download/199403YouAreHereInformationDriftExhibitionPhotos/sfront-installsm.jpg,"1994.03_You Are Here: Information Drift (073.1994), Exhibition Photos",Laura Kurgan,3/2/1994
1605905198-5411,1984.09_LWoods_FreespaceProject_1.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_1.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5412,1984.09_LWoods_FreespaceProject_10.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_10.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5414,1984.09_LWoods_FreespaceProject_11.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_11.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5416,1984.09_LWoods_FreespaceProject_12.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_12.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5418,1984.09_LWoods_FreespaceProject_13.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_13.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5420,1984.09_LWoods_FreespaceProject_14.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_14.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5422,1984.09_LWoods_FreespaceProject_15.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_15.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5424,1984.09_LWoods_FreespaceProject_16.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_16.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5426,1984.09_LWoods_FreespaceProject_17.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_17.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5428,1984.09_LWoods_FreespaceProject_18.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_18.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5430,1984.09_LWoods_FreespaceProject_19.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_19.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5433,1984.09_LWoods_FreespaceProject_2.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_2.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5434,1984.09_LWoods_FreespaceProject_20.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_20.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5436,1984.09_LWoods_FreespaceProject_21.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_21.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5438,1984.09_LWoods_FreespaceProject_22.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_22.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5440,1984.09_LWoods_FreespaceProject_23.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_23.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5442,1984.09_LWoods_FreespaceProject_24.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_24.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5444,1984.09_LWoods_FreespaceProject_25.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_25.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5446,1984.09_LWoods_FreespaceProject_26.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_26.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5448,1984.09_LWoods_FreespaceProject_27.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_27.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5450,1984.09_LWoods_FreespaceProject_28.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_28.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5452,1984.09_LWoods_FreespaceProject_29.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_29.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5455,1984.09_LWoods_FreespaceProject_3.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_3.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5456,1984.09_LWoods_FreespaceProject_30.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_30.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5458,1984.09_LWoods_FreespaceProject_31.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_31.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5460,1984.09_LWoods_FreespaceProject_32.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_32.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5463,1984.09_LWoods_FreespaceProject_4.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_4.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5465,1984.09_LWoods_FreespaceProject_5.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_5.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5467,1984.09_LWoods_FreespaceProject_6.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_6.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5469,1984.09_LWoods_FreespaceProject_7.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_7.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5471,1984.09_LWoods_FreespaceProject_8.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_8.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905198-5473,1984.09_LWoods_FreespaceProject_9.jpg,https://archive.org/download/1984.09lwoodsfreespaceproject12/1984.09_LWoods_FreespaceProject_9.jpg,1994.05_Freespace Projects_Exhibition Photos,Lebbeus Woods,5/4/1994
1605905056-4931,1994.10_SuburbsofUtopia_Exhibition%20Photo%201.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%201.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605905056-4933,1994.10_SuburbsofUtopia_Exhibition%20Photo%202.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%202.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605905056-4935,1994.10_SuburbsofUtopia_Exhibition%20Photo%203.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%203.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605905056-4937,1994.10_SuburbsofUtopia_Exhibition%20Photo%204.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%204.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605905056-4939,1994.10_SuburbsofUtopia_Exhibition%20Photo%205.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%205.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605905056-4941,1994.10_SuburbsofUtopia_Exhibition%20Photo%206.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%206.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605905056-4943,1994.10_SuburbsofUtopia_Exhibition%20Photo%207.jpg,https://archive.org/download/SuburbsofUtopia_Exhibition/1994.10_SuburbsofUtopia_Exhibition%20Photo%207.jpg,"1994.10_Suburbs of Utopia (076.1994), Exhibition Photos",Michael Sorkin,10/1/1994
1605904325-3163,1994.12.DomesticArrangement_Installation%201.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%201.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3165,1994.12.DomesticArrangement_Installation%202.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%202.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3167,1994.12.DomesticArrangement_Installation%203.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%203.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3169,1994.12.DomesticArrangement_Installation%204.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%204.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3171,1994.12.DomesticArrangement_Installation%205.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%205.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3173,1994.12.DomesticArrangement_Installation%206.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%206.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3175,1994.12.DomesticArrangement_Installation%207.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%207.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
1605904325-3177,1994.12.DomesticArrangement_Installation%208.jpg,https://archive.org/download/199411DomesticArrangementExhibitionPhotos/1994.12.DomesticArrangement_Installation%208.jpg,"1994.11_Domestic Arrangement 2 (077.1994), Exhibition Photos",Andrea Blum,11/19/1994
