web-scraper-order,ImageFilename,Image_DownloadURL,ProjectTitle,ProjectAuthors,PublicationDate
1605904935-4602,1988.04_From_Destruction_to_Construction_%201%20copy.jpg,https://archive.org/download/198804FromDestructionToConstructionExhibitionPhotos/1988.04_From_Destruction_to_Construction_%201%20copy.jpg,"1988.04_From Destruction to Construction (040.1988), Exhibition Photos",Tadashi Kawamata,4/28/1988
1605904935-4604,1988.04_From_Destruction_to_Construction_%202%20copy.jpg,https://archive.org/download/198804FromDestructionToConstructionExhibitionPhotos/1988.04_From_Destruction_to_Construction_%202%20copy.jpg,"1988.04_From Destruction to Construction (040.1988), Exhibition Photos",Tadashi Kawamata,4/28/1988
1605904935-4606,1988.04_From_Destruction_to_Construction_%203%20copy.jpg,https://archive.org/download/198804FromDestructionToConstructionExhibitionPhotos/1988.04_From_Destruction_to_Construction_%203%20copy.jpg,"1988.04_From Destruction to Construction (040.1988), Exhibition Photos",Tadashi Kawamata,4/28/1988
1605904935-4608,1988.04_From_Destruction_to_Construction_%204%20copy.jpg,https://archive.org/download/198804FromDestructionToConstructionExhibitionPhotos/1988.04_From_Destruction_to_Construction_%204%20copy.jpg,"1988.04_From Destruction to Construction (040.1988), Exhibition Photos",Tadashi Kawamata,4/28/1988
1605904935-4610,1988.04_From_Destruction_to_Construction_%20copy.jpg,https://archive.org/download/198804FromDestructionToConstructionExhibitionPhotos/1988.04_From_Destruction_to_Construction_%20copy.jpg,"1988.04_From Destruction to Construction (040.1988), Exhibition Photos",Tadashi Kawamata,4/28/1988
1605904935-4616,1988_From%20Destruction%20to%20Construction_work%20copy.jpg,https://archive.org/download/198804FromDestructionToConstructionExhibitionPhotos/1988_From%20Destruction%20to%20Construction_work%20copy.jpg,"1988.04_From Destruction to Construction (040.1988), Exhibition Photos",Tadashi Kawamata,4/28/1988
1605904655-3900,1998.11_Project%20DMZ_Juddy%20Choi%20and%20Jun%20Saung%20Kim_1.jpg,https://archive.org/download/1998.11ProjectDMZ_Choi_Kim/1998.11_Project%20DMZ_Juddy%20Choi%20and%20Jun%20Saung%20Kim_1.jpg,"1988.11_Project DMZ (043.1988), Judy Choi And Jun Saung Kim","Judy Choi, Jun Suang Kim",11/1/1988
1605904843-4378,1998.11_Project%20DMZ_Kenneth%20Kaplan%20and%20Ted%20Kruger_1.jpg,https://archive.org/download/1998.11ProjectDMZ_Kaplan_Kruger/1998.11_Project%20DMZ_Kenneth%20Kaplan%20and%20Ted%20Kruger_1.jpg,"1988.11_Project DMZ (043.1988), Kenneth Kaplan And Ted Kruger","Kenneth Kaplan, Ted Kruger",11/1/1988
1605904906-4496,1998.11_Project%20DMZ_Joseph%20Waymann_1.jpg,https://archive.org/download/1998.11ProjectDMZ_Waymann/1998.11_Project%20DMZ_Joseph%20Waymann_1.jpg,"1988.11_Project DMZ (043.1988), Joseph Waymann",Joseph Waymann,11/1/1988
1605904906-4498,1998.11_Project%20DMZ_Joseph%20Waymann_2.jpg,https://archive.org/download/1998.11ProjectDMZ_Waymann/1998.11_Project%20DMZ_Joseph%20Waymann_2.jpg,"1988.11_Project DMZ (043.1988), Joseph Waymann",Joseph Waymann,11/1/1988
1605904940-4623,1998.11_Project%20DMZ_Joonsub%20Kim_1.jpg,https://archive.org/download/1998.11ProjectDMZJoonsubKim2/1998.11_Project%20DMZ_Joonsub%20Kim_1.jpg,"1988.11_Project DMZ (043.1988), Joonsub Kim",Joonsub Kim,11/1/1988
1605904940-4625,1998.11_Project%20DMZ_Joonsub%20Kim_2.jpg,https://archive.org/download/1998.11ProjectDMZJoonsubKim2/1998.11_Project%20DMZ_Joonsub%20Kim_2.jpg,"1988.11_Project DMZ (043.1988), Joonsub Kim",Joonsub Kim,11/1/1988
1605904940-4627,1998.11_Project%20DMZ_Joonsub%20Kim_3.jpg,https://archive.org/download/1998.11ProjectDMZJoonsubKim2/1998.11_Project%20DMZ_Joonsub%20Kim_3.jpg,"1988.11_Project DMZ (043.1988), Joonsub Kim",Joonsub Kim,11/1/1988
1605904950-4661,1998.11_Project%20DMZ_Andrew%20Topolsky_1.jpg,https://archive.org/download/1998.11ProjectDMZAndrewTopolsky/1998.11_Project%20DMZ_Andrew%20Topolsky_1.jpg,"1988.11_Project DMZ (043.1988), Andrew Topolsky",Andrew Topolsky,11/1/1988
1605904955-4668,1998.11_Project%20DMZ_Paul%20Valeilla%20and%20Avant%20Travaux%20Studio_1.jpg,https://archive.org/download/1998.11ProjectDMZ_ValeillaTravauxStudio/1998.11_Project%20DMZ_Paul%20Valeilla%20and%20Avant%20Travaux%20Studio_1.jpg,"1988.11_Project DMZ (043.1988), Paul Valeilla And Avant Travaux Studio","Paul Valeilla, Avant Travaux Architects",11/1/1988
1605905005-4821,1998.11_Project%20DMZ_Tod%20Ayoung_1.jpg,https://archive.org/download/1998.11ProjectDMZ_Ayoung/1998.11_Project%20DMZ_Tod%20Ayoung_1.jpg,"1988.11_Project DMZ (043.1988), Towards a Society of the Future:‌The World as a DMZ_Todd Ayoung",Todd Ayoung,11/1/1988
1605905009-4828,1998.11_Project%20DMZ_Craig%20Konyk%20and%20Donna%20Seftel%20and%20Stanely%20Stinnett_1.jpg,https://archive.org/download/1998.11ProjectDMZ_Konyk_Seftel_Stinnett/1998.11_Project%20DMZ_Craig%20Konyk%20and%20Donna%20Seftel%20and%20Stanely%20Stinnett_1.jpg,"1988.11_Project DMZ (043.1988), Craig Konyk And Donna Seftel And Stanley Stinnett","Craig Konyk, Donna Seftel, Stanley Stinnett",11/1/1988
1605905009-4830,1998.11_Project%20DMZ_Craig%20Konyk%20and%20Donna%20Seftel%20and%20Stanely%20Stinnett_2.jpg,https://archive.org/download/1998.11ProjectDMZ_Konyk_Seftel_Stinnett/1998.11_Project%20DMZ_Craig%20Konyk%20and%20Donna%20Seftel%20and%20Stanely%20Stinnett_2.jpg,"1988.11_Project DMZ (043.1988), Craig Konyk And Donna Seftel And Stanley Stinnett","Craig Konyk, Donna Seftel, Stanley Stinnett",11/1/1988
1605905009-4832,1998.11_Project%20DMZ_Craig%20Konyk%20and%20Donna%20Seftel%20and%20Stanely%20Stinnett_3.jpg,https://archive.org/download/1998.11ProjectDMZ_Konyk_Seftel_Stinnett/1998.11_Project%20DMZ_Craig%20Konyk%20and%20Donna%20Seftel%20and%20Stanely%20Stinnett_3.jpg,"1988.11_Project DMZ (043.1988), Craig Konyk And Donna Seftel And Stanley Stinnett","Craig Konyk, Donna Seftel, Stanley Stinnett",11/1/1988
1605904671-3910,1161-89%20copy.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1161-89%20copy.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3912,1161-90%20copy.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1161-90%20copy.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3914,1161-91%20copy.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1161-91%20copy.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3916,1161-92%20copy.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1161-92%20copy.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3918,1176-14%20copy.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1176-14%20copy.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3920,1989.01_The%20Ship_Exhibition%20Photos_1.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1989.01_The%20Ship_Exhibition%20Photos_1.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3922,1989.01_The%20Ship_Exhibition%20Photos_2.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1989.01_The%20Ship_Exhibition%20Photos_2.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3924,1989.01_The%20Ship_Exhibition%20Photos_3.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1989.01_The%20Ship_Exhibition%20Photos_3.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904671-3926,1989.01_The%20Ship_Exhibition%20Photos_4.jpg,https://archive.org/download/198901TheShipExhibitionPhotos/1989.01_The%20Ship_Exhibition%20Photos_4.jpg,"1989.01_The Ship (044.1989), Exhibition Photos",Bente Stokke,1/18/1989
1605904892-4445,1989.02_Speed%2089_Exhibition%20Photos_1.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_1.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4447,1989.02_Speed%2089_Exhibition%20Photos_10.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_10.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4449,1989.02_Speed%2089_Exhibition%20Photos_11.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_11.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4451,1989.02_Speed%2089_Exhibition%20Photos_2.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_2.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4453,1989.02_Speed%2089_Exhibition%20Photos_3.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_3.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4455,1989.02_Speed%2089_Exhibition%20Photos_4.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_4.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4457,1989.02_Speed%2089_Exhibition%20Photos_5.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_5.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4459,1989.02_Speed%2089_Exhibition%20Photos_6.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_6.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4461,1989.02_Speed%2089_Exhibition%20Photos_7.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_7.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904892-4463,1989.02_Speed%2089_Exhibition%20Photos_9.jpg,https://archive.org/download/198902Speed89ExhibitionPhotosExhibitionPhotos/1989.02_Speed%2089_Exhibition%20Photos_9.jpg,"1989.02_Speed '89 (045.1989), Exhibition Photos",Michael Webb,2/22/1989
1605904528-3626,1989.03_The%20Renegade%20City_Exhibition%20Photos_2.jpg,https://archive.org/download/198903TheRenegadeCityExhibitionPhotos/1989.03_The%20Renegade%20City_Exhibition%20Photos_2.jpg,"1989.03_The Renegade City (046.1989), Exhibition Photos","Ted Krueger, Ken Kaplan",3/29/1989
1605904528-3628,1989.03_The%20Renegade%20City_Exhibition%20Photos_3.jpg,https://archive.org/download/198903TheRenegadeCityExhibitionPhotos/1989.03_The%20Renegade%20City_Exhibition%20Photos_3.jpg,"1989.03_The Renegade City (046.1989), Exhibition Photos","Ted Krueger, Ken Kaplan",3/29/1989
1605904528-3630,1989.03_The%20Renegade%20City_Exhibition%20Photos_4.jpg,https://archive.org/download/198903TheRenegadeCityExhibitionPhotos/1989.03_The%20Renegade%20City_Exhibition%20Photos_4.jpg,"1989.03_The Renegade City (046.1989), Exhibition Photos","Ted Krueger, Ken Kaplan",3/29/1989
1605904528-3632,1989.03_The%20Renegade%20City_Exhibition%20Photos_5.jpg,https://archive.org/download/198903TheRenegadeCityExhibitionPhotos/1989.03_The%20Renegade%20City_Exhibition%20Photos_5.jpg,"1989.03_The Renegade City (046.1989), Exhibition Photos","Ted Krueger, Ken Kaplan",3/29/1989
1605904528-3634,1989.03_The%20Renegade%20City_Exhibition%20Photos_6.jpg,https://archive.org/download/198903TheRenegadeCityExhibitionPhotos/1989.03_The%20Renegade%20City_Exhibition%20Photos_6.jpg,"1989.03_The Renegade City (046.1989), Exhibition Photos","Ted Krueger, Ken Kaplan",3/29/1989
1605904637-3829,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_1.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_1.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3831,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_2.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_2.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3833,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_3.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_3.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3835,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_4.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_4.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3837,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_5.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_5.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3839,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_6.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_6.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3841,1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_7.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989.05_The%20Architecture%20of%20Imre%20Makovez_Exhibition%20Photos_7.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3847,1989_Imre%20Makovecz_install1%20copy.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989_Imre%20Makovecz_install1%20copy.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3849,1989_Imre%20Makovecz_install2%20copy.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989_Imre%20Makovecz_install2%20copy.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3851,1989_Imre%20Makovecz_install3%20copy.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989_Imre%20Makovecz_install3%20copy.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904637-3853,1989_Imre%20Makovecz_install4%20copy.jpg,https://archive.org/download/198905TheArchitectureOfImreMakovezExhibitionPhotos/1989_Imre%20Makovecz_install4%20copy.jpg,"1989.05_The Architecture of Imre Makovecz (047.1989), Exhibition Photos",Imre Makovecz,5/3/1989
1605904832-4325,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%201.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%201.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4326,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2010.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2010.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4328,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2011.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2011.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4330,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2012.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2012.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4332,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2013.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2013.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4334,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2014.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%2014.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4337,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%202.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%202.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4339,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%203.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%203.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4341,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%206.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%206.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4343,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%207.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%207.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4345,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%208.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%208.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904832-4347,1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%209.jpg,https://archive.org/download/198909EarthAirAndWaterStudiesExhibitionPhotos/1989.09_Earth%20Air%20and%20Water%20Studies_Exhibition%20Photos%209.jpg,"1989.09_Earth, Air and Water Studies (048.1989), Exhibition Photos",Sandy Gellis,9/19/1989
1605904761-4114,1982.10_Gowanus%20Redefined_1.jpg,https://archive.org/download/198210GowanusCanalRedefinedExhibitionPhotos/1982.10_Gowanus%20Redefined_1.jpg,"1982.10_Gowanus Canal Redefined (002.1982), Exhibition Photos","Frank Shifreen, Scott Siken",10/18/1989
1605904761-4116,1982.10_Gowanus%20Redefined_2.jpg,https://archive.org/download/198210GowanusCanalRedefinedExhibitionPhotos/1982.10_Gowanus%20Redefined_2.jpg,"1982.10_Gowanus Canal Redefined (002.1982), Exhibition Photos","Frank Shifreen, Scott Siken",10/18/1989
1605904761-4118,1982.10_Gowanus%20Redefined_3.jpg,https://archive.org/download/198210GowanusCanalRedefinedExhibitionPhotos/1982.10_Gowanus%20Redefined_3.jpg,"1982.10_Gowanus Canal Redefined (002.1982), Exhibition Photos","Frank Shifreen, Scott Siken",10/18/1989
1605904761-4120,1982.10_Gowanus%20Redefined_4.jpg,https://archive.org/download/198210GowanusCanalRedefinedExhibitionPhotos/1982.10_Gowanus%20Redefined_4.jpg,"1982.10_Gowanus Canal Redefined (002.1982), Exhibition Photos","Frank Shifreen, Scott Siken",10/18/1989
1605904761-4122,1982.10_Gowanus%20Redefined_5.jpg,https://archive.org/download/198210GowanusCanalRedefinedExhibitionPhotos/1982.10_Gowanus%20Redefined_5.jpg,"1982.10_Gowanus Canal Redefined (002.1982), Exhibition Photos","Frank Shifreen, Scott Siken",10/18/1989
1605904723-4051,1989.11_Spiral%20Serpent%20and%20Sunflower_1.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/1989.11_Spiral%20Serpent%20and%20Sunflower_1.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904723-4053,1989.11_Spiral%20Serpent%20and%20Sunflower_2.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/1989.11_Spiral%20Serpent%20and%20Sunflower_2.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904723-4055,1989.11_Spiral%20Serpent%20and%20Sunflower_3.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/1989.11_Spiral%20Serpent%20and%20Sunflower_3.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904723-4057,1989.11_Spiral%20Serpent%20and%20Sunflower_4.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/1989.11_Spiral%20Serpent%20and%20Sunflower_4.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904723-4059,1989.11_Spiral%20Serpent%20and%20Sunflower_5.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/1989.11_Spiral%20Serpent%20and%20Sunflower_5.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904723-4061,1989.11_Spiral%20Serpent%20and%20Sunflower_6.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/1989.11_Spiral%20Serpent%20and%20Sunflower_6.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904723-4068,image-1AGpKpp77WBViQ-large.jpg,https://archive.org/download/198910SpiralSerpentAndSunflowerExhibitionPhotos/image-1AGpKpp77WBViQ-large.jpg,"1989.10_Spiral, Serpent and Sunflower (049.1989), Exhibition Photos",Zvi Hecker,10/24/1989
1605904609-3804,1161-65%20copy.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1161-65%20copy.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3806,1161-66%20copy.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1161-66%20copy.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3808,1989.11_Too%20Close%20Cosmos%20Mechanicool_1.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_1.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3810,1989.11_Too%20Close%20Cosmos%20Mechanicool_2.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_2.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3812,1989.11_Too%20Close%20Cosmos%20Mechanicool_3.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_3.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3814,1989.11_Too%20Close%20Cosmos%20Mechanicool_4.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_4.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3816,1989.11_Too%20Close%20Cosmos%20Mechanicool_5.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_5.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3818,1989.11_Too%20Close%20Cosmos%20Mechanicool_6.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_6.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3820,1989.11_Too%20Close%20Cosmos%20Mechanicool_7.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989.11_Too%20Close%20Cosmos%20Mechanicool_7.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904609-3826,1989_11_Too%20Close%20CosmosMechanicool4%20copy.jpg,https://archive.org/download/198911TooCloseCosmosMechanicoolExhibitionPhotos/1989_11_Too%20Close%20CosmosMechanicool4%20copy.jpg,"1989.11_Too Close: Cosmos Mechanicool (050.1989), Exhibition Photos",Neil Denari,11/28/1989
1605904676-3933,1990.1_Three%20Projects_1.jpg,https://archive.org/download/199001ThreeProjectsExhibitionPhotos/1990.1_Three%20Projects_1.jpg,"1990.01_Three Projects 1985-1990 (051.1990), Exhibition Photos","Enric Miralles, Carme Pinós",1/16/1990
